v1,v2
spam,Congratulations!!! You'vvve won a $376 g!ft card. ClAim n0w!!!
ham,See ya at the gym l8er today 💪.
ham,R we meetin at 12 pm 2day?
spam,EXCLUSIVE offer!!! Buy 1 get) 1 fr33 on all prodductz.
spam,Work frm home in 4822 hrz/week & earn $$$ fast!
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,R we meetin at 3 pm 2day?
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,See ya at the gym l8er today 💪.
ham,R  we  meetin  at  10  pm  2day?
ham,"HEy, aRE we STIlL ON foR luNCh 2mOrrow?"
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,plzz send me the report by eve.
spam,EXCLUSIVE offer!!! Buy 1 get /1 fr33 on all prodductz.
ham,LETs CATCh up ovR ☕ ThIS wEeKEnD!
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,dont forget to bring the docss for meetin.
ham,R we meeti!n at 2 pm 2day?
spam,L0An Pre-apPR0ved ✔✔ ApplLy fAstTt.
ham,"d""ont forget to bring the docss for meetin."
spam,yOU  hv  bEen  s3%lEctED  fOr  A  fr33  vaCaT!oN.  Call  N0w!
ham,dont forget to bring the docss for meetin.
spam,Win ca$H pRizZZEs inStaNTLY by enT3RinG tHIZ LUcky dR@w!
spam,eXclUSIVe OFFer!!! BUy 1 GeT 1 fr33 ON aLL PRoDduCTz.
ham,GMoRNINg! hOpE u h)v a ProDUCtive DAY.
ham,"dID  u  ""FInIsh  that  AssIGnMNt  4  TMRw?"
ham,GmoRNInG! hope U hv A pROdUctiVE day.
ham,DiD U fiNiSh tHaT aSsiGnmnT 4 TmRw?
spam,YOU aRE DA LUCkY wiNner oF our MEGa CONtesT 🎉.
ham,looKiN FORwarD 2 OuR Trip NXT mNTH 🚗.
spam,!Work frm home in 3043 hrz/week & earn $$$ fast!
ham,gmorning! hope u hv a productive day.
ham,plzz send me the report by eve.
spam,Wor^k frm home in 4406 hrz/week & earn $$$ fast!
ham,Did u finish that assignmnt 4 tmrw?
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,lets catch up 'ovr ☕ this weekend!
spam,yOu Hv% bEEN s3leCTed foR A FR33 VACAt!oN. CalL n0W!
ham,"Hey, are we still on for lunch 2morrow?"
ham,See ya at the gym l8er today 💪.
spam,ACt FAsssT! l1miTeD tIme d!sCouNT ON SUB$cRiPTio`n.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,Work  frm  home  in  3121  hrz/week  &  earn  $$$  fast!
ham,dont fOrgET To BRing ThE dOcss f;Or mEeTin.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,dont forget to bring the docss for meetin.
spam,CLAIM  uR  Fre  cOuPONS  wOrTH  $1743  2dAyyY.
spam,YoU aRe da lucky WINNER =of our mega contest 🎉.
ham,plzz send me th:e report by eve.
spam,Work FrM HOMe iN 3174 hRz/wEEK & eARn $$$ FasT!
ham,gmorning! hope u hv a productive day.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,Claim ur fre coupons worth $1657 2dayyy.
ham,See ya at the gym l8er today 💪.
ham,lets catch up ovr ☕ this weekend!
spam,Win  ca$h  prizzzes  instantly  by  ent3ring  thiz  lucky  dr@w!
spam,Claim ur fre coupons worth $1798 2dayyy.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,Lookin  forward  2  our  trip  nxt  mnth  🚗.
ham,LOOkIn  ForWArD  2  oUR  tRIP  NXT  MNth  🚗.
spam,cOngrATULatIOns!!! YOU'VVvE WOn a $3186 G!fT CarD. cLaiM n0W!!!
ham,gmorning! hope u hv a productive day.
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,l0An PrE-apPR0vEd ✔✔ aPPLLY fASTTt.
ham,Did u finish that assignmnt 4 tmrw?
spam,WIn CA$h PrIzzZEs iNStAnTly by ent3rING Thiz Lucky Dr@w!
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,UrgeNt!! yOuR AcC0UNT hAz beeN cOMPR0MiSED... VER1fy I(MM3dIaTElY.
spam,WiN cA$h PRiZZZEs InStantLy bY eNt3rING ThIZ LUcKy DR@w!
ham,Did u finish that assignmnt 4 tmrw?
spam,cONgrAtuLATionS!!! you'VVVe won A $924 G!ft CaRd. ClaiM n0W!!!
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,exCLuSIve OfFER!!! bUY 1 gET 1 fr33 oN aLl PrOdDucTZ.
spam,Work frm home in 4122 hrz/week & earn $$$ fast!
ham,lets catch up ovr ☕ this weekend!
spam,Congratulations!!! You'vvve won a $871 g!ft card. ClAim n0w!!!
ham,lets catch up ovr ☕ this weekend!
spam,L0an pre-aPPR0VED ✔✔ apPLLy FasTtt.
spam,UrGEnt!! YOur aCc0uNt haZ beEN coMpR0MIseD... VEr1fY imm3DIaTely.
ham,dont  forget  to  bring  t)he  docss  for  meetin.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,plzz send me the report by eve.
ham,lets catch up ovr ☕ this weekend!
spam,L0an pre-appr0ved ✔✔ appll&y fasttt.
spam,EXCLUSIVE  offer!!!  Buy  1  get  1  fr33  on  all  prodductz.
spam,yOU hV BEEN s3lecteD FOr A fR33 vaCaT!on. CaLL N0W!
ham,lETs caTCH uP OvR ☕ THis WEEKeND!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,YoU  aRe  da  lucky  WINNER  of  our  mega  contest  🎉.
spam,acT FaSSst! L1mITEd tIme d!SCOunt on sub$CrIPTIon.
ham,dont forget to bring the docss for meetin.
ham,dont forget to bring the docss for meetin.
spam,Congratulations!!! You'vvve won a $4603 g!ft card. ClAim n0w!!!
ham,R we meetin at 1_ pm 2day?
spam,You  hv  been  s3lected  for  a  FR33  vacat!on.  Call  n0w!
ham,gmorning! hope u hv a productive day.
ham,Did u finish that assignmnt 4 tmrw?
spam,EXCLUSIVE  offer!!!  Buy  1  get  1  fr33  on  all  prodductz.
ham,gmorning!  hope  u  hv  a  productive  day.
ham,sEE  YA  aT  ThE  gYm  l8eR  {toDay  💪.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,See ya at the gym l8er today 💪.
ham,donT /fOrgET To brING ThE DOcss for mEetIN.
spam,"EXCLU,SIVE offer!!! Buy 1 get 1 fr33 on all prodductz."
spam,L0a[n  pre-appr0ved  ✔✔  applly  fasttt.
ham,See  ya  at  the  gym  l8er  today  💪.
spam,URGENT!! Your acc0unt h%az been compr0mised... ver1fy imm3diately.
spam,Congratulations!!!  You'vvve  won  a  $4809  g!ft  card.  ClAim  n0w!!!
ham,R we meetin at 1 pm 2day?
ham,LOOkin FOrwArd 2 ouR tRIp NXT mNTh 🚗.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,ACt faSSsT! L1MIted TiME d!sCoUnt ON sUb$CRIPtIon.
ham,lets catch up ovr ☕ this weekend!
ham,Lookin  forward  2  our  tr?ip  nxt  mnth  🚗.
ham,see Ya AT tHe GyM L8eR todAy 💪.
ham,PLZZ sEND ME tHe REPORT BY EVE.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,gmorning! hope u hv a productive day.
ham,"Hey, are we still on for lunch 2morrow?"
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,You  hv  been  s3lected  for  a  FR33  vacat!on.  Call  n0w!
spam,cOngRATUlaTIoNs!!! yoU'vVvE wON A $1773 G!ft cARD. Claim n0W!!!
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,dont forget to bring the docss for meetin.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,Did u finish that assignmnt 4 tmrw?
spam,Claim ur fre coupons worth $4766 2dayyy.
spam,UrGeNt!! yOUR Acc0UNT HaZ BEeN coMPr0MIseD... vER1fY IMM3dIAtELy.
ham,r wE MEetIN AT 3 pm (2dAy?
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,CLaiM uR FRe couPONS wORtH $3418 2DAYyy.
spam,win ca$h pRIzzzEs iNSTaNtlY bY ENt3rINg THiZ LUCKy Dr@w!
spam,You hv be}en s3lected for a FR33 vacat!on. Call n0w!
spam,Work frm home in 2305 hrz/week & earn $$$ fast!
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,win ca$H pRIZzZes iNstaNTlY By EnT3RING ThiZ lucKY Dr@w!
spam,excluSive OfFEr!!! BUY 1 Get 1 FR33 on AlL PROdduCTZ.
ham,leTS  CatcH  Up  ovr  ☕  ThiS  weEkEnd!
ham,gmorning!  hope  u  hv  a  productive  day.
ham,plzz  send  me  the  _report  by  eve.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,wOrK FRm homE iN 1457 HRz/wEEK & eArn $$$ fAST!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,clAIM ur FRE CoUpons WoRtH $4955 2DAyYY.
spam,YoU  aRe  da  lucky  WINNER  of  our  mega  contest`  🎉.
ham,lOoKIN foRWARD 2 Our trIP nxT mNth 🚗.
ham,Did  u  finish  that  assignmnt  4  tmrw?
spam,eXcLUSiVe OFfeR!!! BuY 1 Get 1 fR33 ON ALl pRODduCtZ.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all pr}odductz.
ham,"hEy, Are We StilL on for LUncH 2moRROw?"
ham,Lets caTCH UP O%Vr ☕ THIS WEEKENd!
spam,Claim  ur  fre  coupons  worth  $1585  2dayyy.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,HaPpY  bDaYYy!  🎂  Hv  A  Gr8  daY.
ham,dONt FOrGeT To] BriNG ThE doCSS for MEetin.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,cLaIm  Ur  Fre  CoUPons  WORTh  $4776  2daYYy.
spam,Claim ur fre coupons worth $74 2dayyy.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,Claim ur fre coupons wort{h $3555 2dayyy.
spam,EXCLUSIVE  offer!!!  Buy  1  get  1  fr33  on  all  prodductz.
ham,lets catc!h up ovr ☕ this weekend!
spam,You hv been s3lected for a FR+33 vacat!on. Call n0w!
spam,win Ca$h pRIZzzEs iNStAntlY BY EnT3ring ThiZ lUckY DR@W!
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,dont forget to bring the docss for meetin.
ham,plzz send me the report by eve.
spam,Win  ca$h  prizzzes  instantly  by  ent3ring  thiz  lucky  dr@w!
ham,haPPy BDAYYy! 🎂 hv a GR8 DAY.
ham,"HEy, are we sTILL on foR lUnCH 2MOrRow?"
spam,wiN ca$h prizzzES instAntlY By EnT3riNG Thiz LucKY dR@w!
ham,plzz send me the report by eve.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Win  ca$h  prizzzes  instantly  by  ent3ring  thiz  lucky  dr@w!
ham,"Hey, are we still on for lunch 2morrow?"
ham,r WE MeEtiN at 8 PM 2DAy?
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,gMoRnInG! hOPE u HV A PRODucTivE DaY.
ham,looKin fOrWArd 2 OUr trIP nXt MNth 🚗.
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,YoU  aRe  da  lucky  WINNER  of  our  mega  contest  🎉.
spam,Congratulations!!!  You'vvve  won  a  $1705  g!ft  card.  ClAim  n0w!!!
ham,"hey, ARE WE sTill On FoR LuNch ,2mOrRoW?"
ham,See ya at the gym l8er today 💪.
spam,L0an  pre-appr0ved  ✔✔  applly  fasttt.
spam,YoU aRe da lucky WINNE_R of our mega contest 🎉.
ham,Did u finish that assignmnt 4 tmrw?
spam,WiN cA$H PRIzz+Zes insTANtly BY EnT3RinG thIZ LUCKy dr@w!
ham,dont forget to bring the docss fo*r meetin.
ham,lets catch up ovr ☕ this weekend!
ham,gMORNinG! hoPE U hV a prODUcTIVE day.
spam,Win  ca$h  prizzzes  instantly  by  ent3ring  thiz  lucky  dr@w!
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,=URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,"Hey, aRE[ wE sTilL On FOr lUNCH 2MORROW?"
ham,r We meetiN at 2 Pm 2Day?
ham,plzz send me the report by eve.
ham,"Hey,  are  we  still  on  for  lunch  2morrow?"
ham,dId  U  FINIsH  tHAT  AsSIgnmNT  4  TMRW?
spam,yOu ARe da LUcKY WInNer of OUR MEgA conTEst 🎉.
spam,uRgENt!! yOUR AcC0UNT HaZ BeEn coMpR0mISeD... vEr1Fy iMm3dIatEly.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,WorK  fRm  HomE  iN  2935  Hrz/wEeK  &  earn  $$$  FASt!
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,ExClUsIve OffEr!!! BuY 1 GEt 1 fr33 oN AlL pROdDUCTZ.
spam,l0aN Pre-Appr0Ved ✔✔ appLly fAsttT.
ham,gmorning!+  hope  u  hv  a  productive  day.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,dont forget to bring the docss for meetin.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,Happy  bdayyy!  🎂  hv  a  gr8  day.
spam,claiM Ur FrE cOupoNs WOrth $4881 2DAYYY.
spam,Act FASSst! l1MITED TiMe D!sCOUnT oN sub$cRiPTIoN.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,Win ca$h prizzzes instantly by ent3ri!ng thiz lucky dr@w!
ham,lets catch up ovr ☕ this weekend!
ham,PlZz SeNd ME THe REPOrt by EvE.
ham,pLZz  SeNd  mE  The  RePoRt  bY  EVE.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,plzz send me the report by eve.
spam,L0aN PrE-APPR\0vEd ✔✔ aPplLy FastTT.
ham,dont  forget  to  bring  the  docss  for  meetin.
spam,eXcluSivE OFfer!!! bUy 1 GEt 1 FR33 oN aLL prodduCTZ.
ham,plzz send me the report by eve.
ham,dont forget to bring the docss for meetin.
spam,EXcluSIve OFFer!!! buy 1 GET 1 FR33 ON ALL pROdductz.
ham,"Hey, are we still on for lunch 2morrow?"
ham,hAppy  bDayYY!  🎂  hV  A  gR8  dAY.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,lets catch up ovr ☕ this weekend!
ham,PLzZ SenD mE tH'e RepOrT By EVE.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,"Hey, are we still on for lunch 2morrow?"
spam,cONgratUlAtIOns!!! yoU'VvVE WoN A $3362 G!FT cARd. claIm n0w!!!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,See ya at the gym l8er today 💪.
ham,diD  U  FInish  tHAt  aSSIgNmNt  4  Tmrw?
ham,plzz send me the report by eve.
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,plzz send me the report by eve.
ham,See ya at the gym l_8er today 💪.
spam,Wo;rk frm home in 1530 hrz/week & earn $$$ fast!
ham,"Hey,  are  we[  still  on  for  lunch  2morrow?"
spam,URgENt!! YOUR acC0UNt haz bEen COMpR0miseD... VER1fy imm3diATELY.
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,Act fASSsT! l1miTed Time d!sc.OUNt oN sub$cripTIoN.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,"hey,  aRE  We  StiLL  ON  FOR  luNCH  2MOrrOw?"
ham,leTS  catCh  Up  ovr  ☕  THiS  WeekEND!
ham,gmorning! hope u hv a productive day.
spam,URGENT!!  Your  acc0unt  haz  been  compr0mised...  ver1fy  imm3diately.
ham,R we meetin at 11 pm 2day?
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,wOrk fRM HOme in 2841 HRZ/WEEk & eaRN $$$ fAst!
spam,ExcluSIve oFFEr!!! buy 1 GEt 1 fR33 on All prODDuCTz.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,R  we  meetin  at  6  pm  2day?
ham,"Hey, are we still on for lunch 2morrow?"
ham,PLZz SeND Me thE rePort BY eVE.
ham,R we meetin at 10 pm 2day?
ham,Happy  bdayyy!  🎂  hv  a  gr8  day.
ham,:dont forget to bring the docss for meetin.
ham,lets catch up ovr ☕ this weekend!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,YoU aRe da lucky WINNER of our mega contest 🎉{.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,Work frm home in 2701 hrz/week & earn $$$ fast!
spam,l0an Pre-AppR0VEd ✔✔ apPlLY fasTTt.
ham,Did  u  finish  that  assignmnt:  4  tmrw?
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,Work frm home in 2945 hrz/week & earn $$$ fa\st!
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,ClAim Ur Fre COuPONs wOrtH $91 2dAyyY.
ham,See ya at the gym l8er today 💪.
spam,Congratulations!!! You'vvve won a $4963 g!ft card. ClAim n0w!!!
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,yOU arE da Lucky WiNner Of OuR meGA conTE%St 🎉.
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,L0an  pre-appr0ved  ✔✔  (applly  fasttt.
spam,ExCLUsivE OffEr!!! bUY 1 GET 1 fr33 ON All PrOdDuCTZ.
spam,Congratulations!!! You'vvve won a $3341 g!ft card. ClAim n0w!!!
ham,"Hey,  are  we  still  on  for  lunch  2morrow?"
ham,Did  u  finish  that  assignmnt  4  tmrw?
ham,PLZz sEND mE THe rePorT bY EVE.
ham,hAPPY bDaYyy! 🎂 HV a GR8 DaY.
spam,U\RGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,Claim ur fre coupons worth $2004 2dayyy.
ham,plzZ SeNd me tHe rEpOrt BY eve.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,gmOrnING! HOPe U Hv A pRODUcTIVe day.
spam,YoU aRe da lucky WINNER of our ]mega contest 🎉.
ham,looKin fOrWarD 2 OUr TrIP NXt mNth 🚗.
ham,gmorning! hope u hv a productive day.
ham,gmorning! hope u hv a productive day.
spam,WOrK fRM hOme IN 3508 hrZ/weeK & eAr&n $$$ fast!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Claim ur fre coupons worth $4057 2dayyy.
ham,plzz  send  me  the  report  by  eve.
ham,Did u finish that assignmnt 4 tmrw?
ham,R we ^meetin at 2 pm 2day?
ham,gmoRnING! hoPe U hV A pROdUCtIvE DAy.
spam,YOu  aRe  DA  LUckY  wINNER  OF  ouR  megA  COntest  🎉.
ham,doNT  Fo&RgeT  TO  bRiNG  the  DoCSS  For  MeetIn.
spam,Claim ur fre coupons worth $1278 2dayyy.
ham,lets catch up ovr ☕ this weekend!
ham,"Hey,  are  we  still  on  for  lunch  2mo""rrow?"
ham,plzz send me the report by eve.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,L0an pre-ap(pr0ved ✔✔ applly fasttt.
spam,coNGRaTULAtiONs!!! you'vVve WOn a $2022 G!ft cArd. ClaIM n0W!!!
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,yOU ArE da luCkY wINNer of OUR mega cOntEST 🎉.
ham,R  we  meetin  at  4  pm  2day?
ham,See  ya  at  the  gym  l8er  today  💪.
spam,eXClUSIvE oFfEr!!! bUY 1 gET 1 FR33 On AlL proDdUCTz.
spam,yoU are Da lucky wINNER oF OuR mEGa {ConTesT 🎉.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,dOnt foRGET tO brIng THE dOcss FOR MEEtiN.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky d#r@w!
ham,lets catch up ovr ☕ this weekend!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,urgeNT!! yOur acc0UNT HAz Been cOMPR0MisEd... vEr1Fy iMm3DIaTely.
spam,"You  hv  been  s3lected  for  a  FR33  vacat!on.  Ca""ll  n0w!"
spam,Congratulations!!! You['vvve won a $1165 g!ft card. ClAim n0w!!!
spam,Congratulatio|ns!!! You'vvve won a $3886 g!ft card. ClAim n0w!!!
ham,>Happy bdayyy! 🎂 hv a gr8 day.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,"Hey, are we still on for lunch 2morrow?"
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on ]all prodductz.
spam,Claim ur fre coupons worth $1313 2dayyy.
spam,WiN ca$H PRiZzZes inSTantly by enT3!RiNG THiz LuCKY DR@W!
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,CONgRatuLAtiONs!!!  yoU'vVve  wON  a  $2083  g!fT  CARd.  CLaiM  N0w!!!
spam,COnGraTuLaTioNs!!! yOU'VvVe Won a $3194 g!Ft carD. CLAiM n0w!!!
ham,GmORniNG! hOPE U hv A prODuctive dAY.
spam,WOR%K Frm HomE In 4410 hRZ/wEEk & eARn $$$ FaST!
ham,DID U FINISh thAt aSSignMnT 4 tmRw?
ham,R we meetin at 11 pm 2day?
ham,lets catch up ovr ☕ this weekend!
ham,dont forget to bring the docss for meetin.
ham,Did u finish that assignmnt 4 tmrw?
ham,R we meetin at 7 pm 2day?
ham,Did u finish that assignmnt 4 tmrw?
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,See ya at the gym l8er today' 💪.
ham,dont forget to bring the doc;ss for meetin.
spam,Claim  UR  FRe  CoUpOnS  wORtH  $4456  2DAyYY.
ham,gmOrNInG! Hope u HV a ProDuct.iVe DAy.
spam,L0an  pre-appr0ved  ✔✔  applly  fasttt.
ham,R we meetin at 8 pm 2day?
spam,You ARE DA lUckY WinNEr of OuR meGA cOntest 🎉.
ham,Happy  bdayyy!  🎂  hv  a  gr8  day.
spam,l0an pRe-APpR0veD ✔✔ ApPLLY FaSTTt.
ham,gmorning! hope u hv a productive day.
ham,seE yA at tHE :GYm L8Er today 💪.
spam,aCt FASSst! l1miTeD TIME D!sCoUNt ON sUB$cripTiOn.
spam,Claim  ur  fre  coupons  worth  $457  2dayy_y.
ham,plzz send me the report by eve.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,lets catch up ovr ☕ this weekend!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,"Hey,  are  we  still  on  for  lunch  2morrow?"
spam,YOu Hv bEEN s3LeCteD For A fR33 vaCAt!oN. call n0w!
spam,EXCLUSIVE  offer!!!  Buy  1  get  1  fr33  on  all  prodductz.
spam,Congratulations!!!  You'vvve  won  a  $3990  g!ft  card.  ClAim  n0w!!!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,URGENT!! Your acc0unt haz been compr0mised.].. ver1fy imm3diately.
ham,dont forget to bring the docs-s for meetin.
spam,YoU aRe da l\ucky WINNER of our mega contest 🎉.
spam,WOrK fRm HOmE in 3085 Hrz/week & eARn $$$ fasT!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,act fASsST! L1Mited timE D!scOunT ON suB$cRIPTIOn.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,yOU  aRE  da  luCKy  WINNer  of  Our  MeGA  CoNtEsT  🎉.
ham,lEts CAtcH uP Ovr ☕ thIS WEEKend!
spam,L0An pRe-appR0VEd ✔✔ aPPLly FASttT.
spam,WORk FRm HoMe in 3190 HRZ/wEeK & eARn $$$ FAST!
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,dont forget to bring the docss for meetin.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,gmorning! hope u hv a productive day.
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,Congratulations!!! You'vvve won a $4982 g!ft card. ClAim n0w!!!
ham,dont forget to brin$g the docss for meetin.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,Claim ur fre coupons worth $3580 2dayyy.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,See YA at The GYM L8er TOdaY 💪.
spam,yOu are dA Lucky WInnEr of Our meGA cONtEST 🎉.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,"Hey,  are  we  still  on  for  lunch  2morrow?"
ham,plzz send me the report by eve.
ham,lets  catch  up  ovr  ☕  this  weekend!
ham,R we meetin at 12 pm 2day?
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,Work frm home in 719 hrz/week & earn $$$ fast!
ham,see YA a#T THe gyM l8Er TODAy 💪.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,Did u finish that assignmnt 4 tmr_w?
ham,dont forget to br@ing the docss for meetin.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Work frm home in 3946 hrz/week & earn $$$ fast!
ham,Did  u  finis#h  that  assignmnt  4  tmrw?
spam,You HV been S3leCTeD fOr A Fr33 VACAT!On. cALl n0W!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,YoU aRe da lucky WINNER of our mega cont#est 🎉.
spam,"Congratulations!!! You'vvve won a $4209 g!ft car""d. ClAim n0w!!!"
ham,R we meetin at 3 pm 2day?
spam,EXCLUSIVE  offer!!!  Buy  1  get  1  fr33  on  all  prodductz.
spam,CLaiM UR fRe coUpONS worth $2668 2DAYyY.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,See ya at the gym l8er today 💪.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,L0an  pre-appr0ved  ✔✔  applly  fasttt.
ham,Lookin  forward  2  our  trip  nxt  mnth  🚗.
ham,lets  catch  up  ovr  ☕  this  weekend!
spam,Work frm home in 2912 hrz/week & ear=n $$$ fast!
ham,gmORniNG! HopE u hV a pRodUCTIVE daY.
ham,diD U FinISH. thAT AssignMnt 4 tMrW?
ham,dont forget to bring the docss for meetin.
ham,HAppY  bdAYYY!  🎂  hv  a  Gr8  DaY.
ham,lets catch up ovr ☕ this weekend!
ham,R we meetin at 11 pm 2day?
spam,YOu Are DA lucKy WINNeR OF OUR mEGA cONTest _🎉.
spam,Congratulations!!!  You'vvve  won  a  $4529  g!ft  card.  ClAim  n0w!!!
ham,Lookin  forward  2  our  trip  nxt  mnth  🚗.
spam,"wORK  Frm  Home  IN  2417  hRz/wEek  &  eArn  $,$$  Fast!"
